,Suburb,Address,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname
5963,Kew,3/37 Atkins St,2,t,672000.0,5.6,3101,1,1,0,Boroondara City Council,-37.8094,145.0446,Southern Metropolitan
5965,Kew,56 Cecil St,4,h,2350000.0,5.6,3101,2,2,861,Boroondara City Council,-37.8047,145.0534,Southern Metropolitan
5966,Kew,302 Cotham Rd,4,h,1312000.0,5.6,3101,2,1,687,Boroondara City Council,-37.8096,145.0529,Southern Metropolitan
5967,Kew,4/34 Dean St,2,u,890000.0,5.6,3101,2,1,89,Boroondara City Council,-37.8148,145.0571,Southern Metropolitan
5969,Kew,23 Gellibrand St,4,h,2117000.0,5.6,3101,1,2,520,Boroondara City Council,-37.8082,145.0323,Southern Metropolitan
5970,Kew,74 Gladstone St,2,h,1331000.0,5.6,3101,1,1,424,Boroondara City Council,-37.7995,145.0418,Southern Metropolitan
5971,Kew,21 Grandview Tce,4,h,1800000.0,5.6,3101,2,2,586,Boroondara City Council,-37.7933,145.0343,Southern Metropolitan
5972,Kew,83 Normanby Rd,4,h,2513000.0,5.6,3101,1,2,832,Boroondara City Council,-37.8036,145.0545,Southern Metropolitan
5978,Kew,2A Churchill St,3,h,1476000.0,5.6,3101,2,2,288,Boroondara City Council,-37.7997,145.046,Southern Metropolitan
5979,Kew,30 College Pde,4,h,2590000.0,5.6,3101,2,2,660,Boroondara City Council,-37.8124,145.0361,Southern Metropolitan
5980,Kew,176 Cotham Rd,4,h,2625000.0,5.6,3101,2,2,717,Boroondara City Council,-37.8083,145.0418,Southern Metropolitan
5986,Kew,45 Stevenson St,4,h,2265000.0,5.6,3101,1,1,650,Boroondara City Council,-37.8098,145.022,Southern Metropolitan
5992,Kew,24 Fitzwilliam St,5,h,1975000.0,5.6,3101,2,1,531,Boroondara City Council,-37.813,145.0411,Southern Metropolitan
5995,Kew,37 Heather Gr,4,h,2075000.0,5.6,3101,2,2,764,Boroondara City Council,-37.8046,145.0595,Southern Metropolitan
5996,Kew,176 Peel St,5,h,2550000.0,5.6,3101,4,2,597,Boroondara City Council,-37.7937,145.0353,Southern Metropolitan
5998,Kew,52 Argyle Rd,4,h,2240000.0,5.6,3101,2,2,820,Boroondara City Council,-37.804,145.0553,Southern Metropolitan
5999,Kew,34 Cobden St,2,h,1275000.0,5.6,3101,1,0,381,Boroondara City Council,-37.8033,145.036,Southern Metropolitan
6001,Kew,2/37 Wills St,3,t,1330000.0,5.6,3101,2,2,205,Boroondara City Council,-37.7993,145.0267,Southern Metropolitan
6002,Kew,10/7 College Pde,3,u,720000.0,5.6,3101,1,1,0,Boroondara City Council,-37.8135,145.0355,Southern Metropolitan
6005,Kew,7a Peel St,3,h,1450000.0,5.6,3101,2,2,247,Boroondara City Council,-37.8053,145.0327,Southern Metropolitan
6009,Kew,61 Molesworth St,3,h,3650000.0,5.6,3101,2,3,1353,Boroondara City Council,-37.8006,145.0218,Southern Metropolitan
6012,Kew,5/13 Hope Ct,2,u,551000.0,5.6,3101,1,2,0,Boroondara City Council,-37.7925,145.0263,Southern Metropolitan
6014,Kew,91 Princess St,4,h,2800000.0,5.6,3101,1,0,919,Boroondara City Council,-37.8012,145.0297,Southern Metropolitan
6016,Kew,9/25 Derby St,2,u,557000.0,5.6,3101,1,1,0,Boroondara City Council,-37.8034,145.0369,Southern Metropolitan
6018,Kew,27 Earl St,3,h,1410000.0,5.6,3101,1,1,519,Boroondara City Council,-37.796,145.0377,Southern Metropolitan
6019,Kew,4/97 Earl St,4,t,1000000.0,5.6,3101,3,2,317,Boroondara City Council,-37.794,145.032,Southern Metropolitan
6020,Kew,2 Fernhurst Gr,4,h,2450000.0,5.6,3101,2,2,1012,Boroondara City Council,-37.8067,145.0277,Southern Metropolitan
6022,Kew,51 Princess St,4,h,2460000.0,5.6,3101,4,2,737,Boroondara City Council,-37.8042,145.0291,Southern Metropolitan
6025,Kew,80 Brougham St,4,h,2850000.0,5.6,3101,2,4,690,Boroondara City Council,-37.8037,145.0308,Southern Metropolitan
6029,Kew,68 Mary St,5,h,2425000.0,5.6,3101,2,2,534,Boroondara City Council,-37.8044,145.0386,Southern Metropolitan
6030,Kew,2/27 Pakington St,2,u,610000.0,5.6,3101,1,1,745,Boroondara City Council,-37.8024,145.0346,Southern Metropolitan
6032,Kew,2/78 Studley Park Rd,3,u,955000.0,5.6,3101,2,2,140,Boroondara City Council,-37.8063,145.0179,Southern Metropolitan
6033,Kew,3/99 Earl St,2,t,707500.0,5.6,3101,1,1,124,Boroondara City Council,-37.7938,145.0321,Southern Metropolitan
6035,Kew,53 Mary St,3,h,1410000.0,5.6,3101,2,1,442,Boroondara City Council,-37.8046,145.0382,Southern Metropolitan
6037,Kew,5/93 Princess St,3,t,732000.0,5.6,3101,1,1,904,Boroondara City Council,-37.801,145.0297,Southern Metropolitan
6038,Kew,75 Earl St,2,h,2875000.0,5.6,3101,1,1,1065,Boroondara City Council,-37.7944,145.0339,Southern Metropolitan
6039,Kew,7 Gladstone St,3,h,1565000.0,5.6,3101,1,1,535,Boroondara City Council,-37.8027,145.0404,Southern Metropolitan
6040,Kew,3/100 Mount St,2,u,480000.0,5.6,3101,2,1,0,Boroondara City Council,-37.8162,145.0592,Southern Metropolitan
6041,Kew,21 Princess St,4,h,1725000.0,5.6,3101,2,3,709,Boroondara City Council,-37.8065,145.0287,Southern Metropolitan
6047,Kew,60 Childers St,3,h,1500000.0,5.6,3101,1,2,857,Boroondara City Council,-37.7981,145.0423,Southern Metropolitan
6048,Kew,18 Collins St,4,h,1750000.0,5.6,3101,3,2,641,Boroondara City Council,-37.7982,145.0281,Southern Metropolitan
6049,Kew,4/206 Cotham Rd,3,u,1100000.0,5.6,3101,1,1,0,Boroondara City Council,-37.8087,145.0452,Southern Metropolitan
6050,Kew,36 Denmark St,3,h,1290000.0,5.6,3101,1,0,321,Boroondara City Council,-37.8116,145.0285,Southern Metropolitan
6051,Kew,33 Disraeli St,3,h,1440000.0,5.6,3101,1,1,298,Boroondara City Council,-37.8021,145.0391,Southern Metropolitan
6052,Kew,27 Fernhurst Gr,4,h,2560000.0,5.6,3101,3,4,670,Boroondara City Council,-37.8042,145.0279,Southern Metropolitan
6053,Kew,7 Heather Gr,5,h,2600000.0,5.6,3101,2,2,674,Boroondara City Council,-37.8064,145.0608,Southern Metropolitan
6054,Kew,47 Kellett Gr,4,h,2245000.0,5.6,3101,3,2,627,Boroondara City Council,-37.7915,145.0348,Southern Metropolitan
6055,Kew,69 Malin St,5,h,3280000.0,5.6,3101,5,2,480,Boroondara City Council,-37.8117,145.0449,Southern Metropolitan
6058,Kew,157 Wiltshire Dr,3,t,730000.0,5.6,3101,2,2,0,Boroondara City Council,-37.7941,145.0238,Southern Metropolitan
6060,Kew,62 Campbell St,4,h,4005000.0,5.6,3101,3,3,800,Boroondara City Council,-37.8022,145.0565,Southern Metropolitan
6063,Kew,43 Kellett Gr,3,h,1211000.0,5.6,3101,1,1,633,Boroondara City Council,-37.7916,145.0352,Southern Metropolitan
6065,Kew,3/40 Rowland St,2,u,891000.0,5.6,3101,1,1,121,Boroondara City Council,-37.8126,145.0534,Southern Metropolitan
6069,Kew,6/108 Walpole St,3,u,620000.0,5.6,3101,1,1,0,Boroondara City Council,-37.7978,145.0333,Southern Metropolitan
6070,Kew,31 Argyle Rd,4,h,2600000.0,5.6,3101,3,2,700,Boroondara City Council,-37.8033,145.0526,Southern Metropolitan
6074,Kew,17 Hartington St,5,h,2800000.0,5.6,3101,2,3,920,Boroondara City Council,-37.8017,145.0419,Southern Metropolitan
6076,Kew,82 Parkhill Rd,3,h,1420000.0,5.6,3101,2,2,275,Boroondara City Council,-37.8052,145.0489,Southern Metropolitan
6078,Kew,26 Queen St,3,h,1800000.0,5.6,3101,2,1,336,Boroondara City Council,-37.8074,145.0318,Southern Metropolitan
6081,Kew,34 Alfred St,3,h,3065000.0,5.6,3101,2,3,773,Boroondara City Council,-37.8107,145.051,Southern Metropolitan
6082,Kew,28/60 Harp Rd,1,u,395000.0,5.6,3101,1,1,0,Boroondara City Council,-37.7999,145.0544,Southern Metropolitan
6083,Kew,49 Princess St,4,h,2250000.0,5.6,3101,3,2,741,Boroondara City Council,-37.8043,145.0291,Southern Metropolitan
6087,Kew East,43 Oswin St,4,h,2490000.0,7.5,3102,2,2,712,Boroondara City Council,-37.7936,145.0566,Southern Metropolitan
6088,Kew East,4/34 Strathalbyn St,2,u,620000.0,7.5,3102,1,1,0,Boroondara City Council,-37.7971,145.0514,Southern Metropolitan
6089,Kew East,73 Belford Rd,3,h,1750000.0,7.5,3102,1,3,650,Boroondara City Council,-37.7955,145.0473,Southern Metropolitan
6091,Kew East,106 Kilby Rd,5,h,1950000.0,7.5,3102,2,3,711,Boroondara City Council,-37.7923,145.0528,Southern Metropolitan
6093,Kew East,2/37 Strathalbyn St,2,u,605000.0,7.5,3102,1,1,0,Boroondara City Council,-37.7969,145.0511,Southern Metropolitan
6097,Kew East,52 Frater St,3,h,1920000.0,7.5,3102,1,2,672,Boroondara City Council,-37.789,145.0616,Southern Metropolitan
6102,Kew East,1 Meldrum St,4,h,1610000.0,7.5,3102,2,2,763,Boroondara City Council,-37.7916,145.0529,Southern Metropolitan
6103,Kew East,30 Willow Gr,5,h,1850000.0,7.5,3102,3,4,787,Boroondara City Council,-37.7894,145.0462,Southern Metropolitan
6104,Kew East,96 Kilby Rd,3,h,1615000.0,7.5,3102,1,1,702,Boroondara City Council,-37.7922,145.0518,Southern Metropolitan
6107,Kew East,7 Violet Gr,4,h,1830000.0,7.5,3102,2,3,596,Boroondara City Council,-37.799,145.0578,Southern Metropolitan
6108,Kew East,33a Westbrook St,3,h,1300000.0,7.5,3102,1,2,378,Boroondara City Council,-37.7956,145.0525,Southern Metropolitan
6109,Kew East,44 Westbrook St,3,h,1880000.0,7.5,3102,1,2,836,Boroondara City Council,-37.7951,145.053,Southern Metropolitan
6110,Kew East,62 Munro St,4,h,2081000.0,7.5,3102,4,3,948,Boroondara City Council,-37.7881,145.0631,Southern Metropolitan
6111,Kew East,36 Belford Rd,4,h,1315000.0,7.5,3102,2,2,458,Boroondara City Council,-37.7981,145.0472,Southern Metropolitan
6114,Kew East,2 Violet Gr,3,h,1750000.0,7.5,3102,2,4,611,Boroondara City Council,-37.7997,145.058,Southern Metropolitan
6115,Kew East,17 Hamilton St,5,h,3028000.0,7.5,3102,5,4,696,Boroondara City Council,-37.7974,145.0491,Southern Metropolitan
6118,Kew East,17 Minogue St,5,h,2100000.0,7.5,3102,3,2,695,Boroondara City Council,-37.7904,145.0548,Southern Metropolitan
6119,Kew East,1/173 Kilby Rd,2,u,1110000.0,7.5,3102,1,1,0,Boroondara City Council,-37.7927,145.0597,Southern Metropolitan
6121,Kew East,174 Kilby Rd,4,h,2175000.0,7.5,3102,2,2,691,Boroondara City Council,-37.793,145.0592,Southern Metropolitan
6122,Kew East,89 Kilby Rd,6,h,1300000.0,7.5,3102,3,2,730,Boroondara City Council,-37.7917,145.0509,Southern Metropolitan
6124,Kew East,1/50 Hartwood St,3,h,1350000.0,7.5,3102,2,2,414,Boroondara City Council,-37.7938,145.0545,Southern Metropolitan
6126,Kew East,9a Arden Ct,3,t,1963000.0,7.5,3102,2,2,426,Boroondara City Council,-37.7917,145.0585,Southern Metropolitan
6127,Kew East,36 Belford Rd,4,h,1315000.0,7.5,3102,2,2,458,Boroondara City Council,-37.7981,145.0472,Southern Metropolitan
6130,Kew East,3/14 Arden Ct,3,t,1620000.0,7.5,3102,2,2,248,Boroondara City Council,-37.7923,145.0595,Southern Metropolitan
6132,Kew East,35 Frater St,3,h,1770000.0,7.5,3102,1,1,698,Boroondara City Council,-37.7902,145.061,Southern Metropolitan
6133,Kew East,1/2 Kitchener St,3,t,1260000.0,7.5,3102,2,2,284,Boroondara City Council,-37.7966,145.048,Southern Metropolitan
6143,Kooyong,6/1 Monaro Rd,2,h,1290000.0,6.2,3144,2,2,0,Stonnington City Council,-37.8407,145.0343,Southern Metropolitan
6149,Maidstone,12 Bosquet St,3,h,670000.0,9.2,3012,1,3,564,Maribyrnong City Council,-37.7832,144.8745,Western Metropolitan
6150,Maidstone,3 Crefden St,3,t,615000.0,9.2,3012,2,2,165,Maribyrnong City Council,-37.7773,144.8725,Western Metropolitan
6151,Maidstone,27 Dunedin St,3,h,715000.0,9.2,3012,1,1,576,Maribyrnong City Council,-37.7808,144.8678,Western Metropolitan
6153,Maidstone,32 Ringtail Cct,4,h,826000.0,9.2,3012,2,2,308,Maribyrnong City Council,-37.7833,144.8817,Western Metropolitan
6154,Maidstone,8/101 Ballarat Rd,2,u,275000.0,9.2,3012,1,1,1972,Maribyrnong City Council,-37.7863,144.8769,Western Metropolitan
6155,Maidstone,19 Norfolk St,2,h,711000.0,9.2,3012,1,0,163,Maribyrnong City Council,-37.789,144.8813,Western Metropolitan
6156,Maidstone,5/16 Omar St,3,t,640000.0,9.2,3012,2,2,214,Maribyrnong City Council,-37.7806,144.8714,Western Metropolitan
6157,Maidstone,26 Inkerman St,3,h,1200000.0,9.2,3012,1,1,589,Maribyrnong City Council,-37.7863,144.881,Western Metropolitan
6158,Maidstone,12 Lindenow St,2,h,927000.0,9.2,3012,1,4,524,Maribyrnong City Council,-37.779,144.8832,Western Metropolitan
6159,Maidstone,4/27 Baird St,3,t,695000.0,9.2,3012,2,1,156,Maribyrnong City Council,-37.7898,144.8722,Western Metropolitan
6160,Maidstone,3 Hutton St,3,h,880000.0,9.2,3012,1,1,586,Maribyrnong City Council,-37.786,144.871,Western Metropolitan
6162,Maidstone,2/45 Cathcart St,2,u,485000.0,9.2,3012,1,1,152,Maribyrnong City Council,-37.7844,144.8791,Western Metropolitan
6163,Maidstone,21 Pullar St,3,h,490000.0,9.2,3012,1,2,306,Maribyrnong City Council,-37.7838,144.8724,Western Metropolitan
6165,Maidstone,29 Rosamond Rd,3,h,725000.0,9.2,3012,1,2,305,Maribyrnong City Council,-37.7858,144.8834,Western Metropolitan
6166,Maidstone,25 Carlyle St,3,h,676500.0,9.2,3012,2,1,250,Maribyrnong City Council,-37.7905,144.8762,Western Metropolitan
6167,Maidstone,2/120 Suffolk St,2,h,502000.0,9.2,3012,1,1,144,Maribyrnong City Council,-37.7895,144.8667,Western Metropolitan
6168,Maidstone,7 Wallace St,3,h,721000.0,9.2,3012,2,1,239,Maribyrnong City Council,-37.7882,144.8784,Western Metropolitan
6170,Maidstone,11 Madden St,4,h,1048000.0,9.2,3012,2,1,647,Maribyrnong City Council,-37.79,144.8815,Western Metropolitan
6171,Maidstone,3/20 Burns St,3,u,520000.0,9.2,3012,2,2,184,Maribyrnong City Council,-37.7868,144.8772,Western Metropolitan
6172,Maidstone,44 Inkerman St,2,h,1000000.0,9.2,3012,1,2,700,Maribyrnong City Council,-37.7861,144.8791,Western Metropolitan
6173,Maidstone,1/165 Mitchell St,3,h,580000.0,9.2,3012,1,2,278,Maribyrnong City Council,-37.7817,144.8685,Western Metropolitan
6174,Maidstone,67 Norfolk St,3,h,840000.0,9.2,3012,1,1,584,Maribyrnong City Council,-37.7885,144.8771,Western Metropolitan
6175,Maidstone,4/4 Crefden St,2,u,335000.0,9.2,3012,1,1,0,Maribyrnong City Council,-37.7776,144.8723,Western Metropolitan
6177,Maidstone,16 Lindenow St,3,h,893000.0,9.2,3012,1,3,528,Maribyrnong City Council,-37.779,144.8829,Western Metropolitan
6178,Maidstone,10 Thomson St,3,h,832000.0,9.2,3012,1,2,300,Maribyrnong City Council,-37.7896,144.8752,Western Metropolitan
6179,Maidstone,67 Ballarat Rd,2,h,646000.0,9.2,3012,1,2,270,Maribyrnong City Council,-37.7871,144.8791,Western Metropolitan
6182,Maidstone,1/166 Mitchell St,3,h,673000.0,9.2,3012,1,2,285,Maribyrnong City Council,-37.7813,144.8678,Western Metropolitan
6183,Maidstone,1/27 Baird St,3,t,728000.0,9.2,3012,2,2,218,Maribyrnong City Council,-37.7895,144.8723,Western Metropolitan
6185,Maidstone,2/48 Inkerman St,2,t,600000.0,9.2,3012,1,2,127,Maribyrnong City Council,-37.7859,144.8787,Western Metropolitan
6186,Maidstone,45 Radio St,3,h,695000.0,9.2,3012,1,2,214,Maribyrnong City Council,-37.7798,144.8661,Western Metropolitan
6187,Maidstone,14 Suffolk St,3,h,935000.0,9.2,3012,1,2,485,Maribyrnong City Council,-37.7905,144.8812,Western Metropolitan
6188,Maidstone,48/48 Eucalyptus Dr,2,u,349000.0,9.2,3012,1,1,0,Maribyrnong City Council,-37.7795,144.8729,Western Metropolitan
6191,Maidstone,2/32 Burns St,3,t,555000.0,9.2,3012,1,2,210,Maribyrnong City Council,-37.7869,144.8749,Western Metropolitan
6192,Maidstone,29 Marsh St,3,h,815000.0,9.2,3012,1,2,0,Maribyrnong City Council,-37.781,144.8813,Western Metropolitan
6193,Maidstone,43 Omar St,3,h,915000.0,9.2,3012,1,3,667,Maribyrnong City Council,-37.7784,144.8708,Western Metropolitan
6195,Maidstone,17/46 Eucalyptus Dr,2,u,352500.0,9.2,3012,1,1,15100,Maribyrnong City Council,-37.7795,144.8729,Western Metropolitan
6196,Maidstone,21 Montgomery St,2,h,600000.0,9.2,3012,1,1,194,Maribyrnong City Council,-37.787,144.8654,Western Metropolitan
6197,Maidstone,47 Radio St,4,h,690000.0,9.2,3012,2,1,270,Maribyrnong City Council,-37.7798,144.8659,Western Metropolitan
6199,Maidstone,4 Maple St,5,h,1350000.0,9.2,3012,3,2,527,Maribyrnong City Council,-37.7746,144.8727,Western Metropolitan
6200,Maidstone,38 Suffolk St,3,h,930000.0,9.2,3012,1,2,492,Maribyrnong City Council,-37.7909,144.8777,Western Metropolitan
6201,Maidstone,32c Burns St,2,t,510000.0,9.2,3012,1,2,118,Maribyrnong City Council,-37.787,144.8748,Western Metropolitan
6202,Maidstone,3 Ringtail Cct,3,h,725500.0,9.2,3012,2,2,214,Maribyrnong City Council,-37.7831,144.8825,Western Metropolitan
6203,Maidstone,18 Wallace St,3,h,746000.0,9.2,3012,1,1,314,Maribyrnong City Council,-37.7877,144.8772,Western Metropolitan
6204,Maidstone,191 Ballarat Rd,3,h,750000.0,9.2,3012,2,1,782,Maribyrnong City Council,-37.7829,144.8684,Western Metropolitan
6206,Maidstone,4/6 Crefden St,2,u,360000.0,9.2,3012,2,1,0,Maribyrnong City Council,-37.7776,144.8723,Western Metropolitan
6207,Maidstone,2 Omar St,4,h,765000.0,9.2,3012,1,2,672,Maribyrnong City Council,-37.7824,144.8704,Western Metropolitan
6208,Maidstone,62 Suffolk St,4,h,1060000.0,9.2,3012,2,2,660,Maribyrnong City Council,-37.7905,144.8739,Western Metropolitan
6210,Maidstone,40 Howard St,3,h,740000.0,9.2,3012,1,2,333,Maribyrnong City Council,-37.7889,144.8787,Western Metropolitan
6211,Maidstone,45 Norfolk St,2,h,770000.0,9.2,3012,1,1,329,Maribyrnong City Council,-37.7887,144.8788,Western Metropolitan
6212,Maidstone,1/12 Clarendon St,3,h,490000.0,9.2,3012,1,2,269,Maribyrnong City Council,-37.7844,144.8665,Western Metropolitan
6213,Maidstone,11d Rooney St,3,t,657000.0,9.2,3012,2,2,159,Maribyrnong City Council,-37.7846,144.87,Western Metropolitan
6215,Maidstone,14 Madden St,2,h,830000.0,9.2,3012,1,2,318,Maribyrnong City Council,-37.7898,144.8817,Western Metropolitan
6217,Maidstone,171 Mitchell St,4,h,675000.0,9.2,3012,1,1,595,Maribyrnong City Council,-37.7817,144.868,Western Metropolitan
6218,Maidstone,13 Burns St,3,h,865000.0,9.2,3012,1,3,381,Maribyrnong City Council,-37.7874,144.8763,Western Metropolitan
6219,Maidstone,2/13 Radio St,2,t,600000.0,9.2,3012,2,1,145,Maribyrnong City Council,-37.7801,144.869,Western Metropolitan
6220,Maidstone,14 Howard St,4,h,773000.0,9.2,3012,1,2,333,Maribyrnong City Council,-37.7893,144.8818,Western Metropolitan
6221,Maidstone,9 Verdun St,3,h,905000.0,9.2,3012,1,1,686,Maribyrnong City Council,-37.782,144.8828,Western Metropolitan
6229,Malvern,9/3 Irving St,2,u,570500.0,7.4,3144,1,2,0,Stonnington City Council,-37.8597,145.0318,Southern Metropolitan
6230,Malvern,17/246 Wattletree Rd,2,u,1350000.0,7.4,3144,2,2,0,Stonnington City Council,-37.8638,145.0379,Southern Metropolitan
6232,Malvern,35 Dixon St,3,h,2050000.0,7.4,3144,2,1,231,Stonnington City Council,-37.8607,145.0373,Southern Metropolitan
6234,Malvern,12 Hornsby St,4,h,2300000.0,7.4,3144,2,2,599,Stonnington City Council,-37.8493,145.0395,Southern Metropolitan
6235,Malvern,3 Plant St,4,h,3460000.0,7.4,3144,2,2,502,Stonnington City Council,-37.8515,145.0324,Southern Metropolitan
6238,Malvern,67 Wheatland Rd,4,h,2400000.0,7.4,3144,2,2,586,Stonnington City Council,-37.866,145.039,Southern Metropolitan
6240,Malvern,3/58 Cawkwell St,2,u,569000.0,7.4,3144,1,2,0,Stonnington City Council,-37.854,145.041,Southern Metropolitan
6241,Malvern,11 Eva St,3,h,2025000.0,7.4,3144,2,2,396,Stonnington City Council,-37.8562,145.0373,Southern Metropolitan
6245,Malvern,19 Gordon Gr,3,h,1950000.0,7.4,3144,1,1,325,Stonnington City Council,-37.8636,145.0301,Southern Metropolitan
6248,Malvern,35 Evandale Rd,3,h,1895000.0,7.4,3144,2,0,258,Stonnington City Council,-37.8644,145.0302,Southern Metropolitan
6252,Malvern,2/64 Cawkwell St,2,u,635000.0,7.4,3144,1,1,0,Stonnington City Council,-37.8537,145.041,Southern Metropolitan
6253,Malvern,8/7 Warner St,2,u,611000.0,7.4,3144,1,1,0,Stonnington City Council,-37.8515,145.0372,Southern Metropolitan
6259,Malvern,51 Dixon St,2,h,1611000.0,7.4,3144,1,2,277,Stonnington City Council,-37.8586,145.0375,Southern Metropolitan
6261,Malvern,41 Horace St,4,h,3800000.0,7.4,3144,3,2,587,Stonnington City Council,-37.8613,145.0393,Southern Metropolitan
6262,Malvern,3/2 Cawkwell St,3,t,1390000.0,7.4,3144,2,1,227,Stonnington City Council,-37.8577,145.0406,Southern Metropolitan
6263,Malvern,42 Cressy St,2,h,780000.0,7.4,3144,0,0,0,Stonnington City Council,-37.8502,145.0418,Southern Metropolitan
6264,Malvern,312 Glenferrie Rd,4,h,4700000.0,7.4,3144,3,2,879,Stonnington City Council,-37.8527,145.0301,Southern Metropolitan
6266,Malvern,22 Milton Pde,3,h,2415000.0,7.4,3144,1,3,696,Stonnington City Council,-37.8462,145.0386,Southern Metropolitan
6270,Malvern,29/202 Wattletree Rd,2,u,566000.0,7.4,3144,1,1,0,Stonnington City Council,-37.8633,145.0338,Southern Metropolitan
6271,Malvern,14 Woodmason St,3,h,1437000.0,7.4,3144,1,1,313,Stonnington City Council,-37.8511,145.0317,Southern Metropolitan
6272,Malvern,6/20 Johnstone St,2,t,500000.0,7.4,3144,1,1,0,Stonnington City Council,-37.8693,145.0348,Southern Metropolitan
6274,Malvern,304/361 Glenferrie Rd,2,u,1155000.0,7.4,3144,2,2,0,Stonnington City Council,-37.851,145.03,Southern Metropolitan
6279,Malvern,9 Fraser St,3,h,3010000.0,7.4,3144,3,4,283,Stonnington City Council,-37.858,145.0351,Southern Metropolitan
6282,Malvern,109/14 Elizabeth St,2,u,650000.0,7.4,3144,2,1,0,Stonnington City Council,-37.8514,145.0361,Southern Metropolitan
6285,Malvern,34 Johnstone St,5,h,3400000.0,7.4,3144,3,4,807,Stonnington City Council,-37.8684,145.035,Southern Metropolitan
6286,Malvern,10 Woodmason St,3,h,2355000.0,7.4,3144,2,4,471,Stonnington City Council,-37.851,145.0316,Southern Metropolitan
6290,Malvern,18 Soudan St,5,h,4240000.0,7.4,3144,3,3,580,Stonnington City Council,-37.8653,145.0304,Southern Metropolitan
